Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Have a good night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Good night to you	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Good night bot	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Good night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
G'night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Don't let the bedbugs bite	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Hope you have a good night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Nighty night, don't let the bed bugs bite	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Time to sleep	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Time to go to sleep	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Time for bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Sweet dreams	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Sleep well	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Shutting down for the night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
See you tomorrow morning	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm headed to bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Pleasant dreams	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm heading to bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Nighty night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Nighters	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Night bot	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm turning in for the night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm turning in	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm shutting down for the night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Time to turn in	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
See you in the morning	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Hey, how are you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Are you doing good?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are you feeling?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are ya?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are things?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are you going?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How art thou?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Greetings, Bot. How are you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Are you feeling well?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Are you feeling OK?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Are you feeling good?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Are you doing well?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Are you doing OK?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are things going?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's it going?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Say, how are you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's tricks?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's the day treating you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's life?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's life treating you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How are you today?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's it hangin?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
Yo, how are you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How'd you sleep last night?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How you doing bot?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How ya doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How is the day treating you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How is the day treating ya?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How's it hanging?	I'm doing great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	103
How is Tuesday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Friday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your day so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your day going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your day going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Wednesday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Wednesday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Wednesday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Wednesday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Wednesday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Tuesday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Friday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Tuesday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Thursday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Thursday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Thursday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Thursday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is the day going thus far?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is the day going so far?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Sunday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Tuesday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Sunday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Alright, tell me about your day	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Wednesday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Tuesday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Tuesday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Tuesday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Tuesday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Thursday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Thursday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Thursday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Thursday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Friday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Sunday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Saturday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Saturday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Monday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Monday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Monday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have a groovy day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Sunday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Have a good day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Have a fun day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Has it been a swell day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Has it been a super day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Has it been a good day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Give me the details about your day	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Dude I wanna hear about your day	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Do me a favor and tell me about your day	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Dish about your day	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Having a good day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have a lovely day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How are you doing on this day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have a good day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have a good day or a bad day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have a fun day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have a decent day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you enjoy your day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you enjoy the day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Been having a good day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Are you having a good day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Are you having a good day today?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Are you having a good day so far?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Did you have an okay day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your tuesday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Wednesday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Saturday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Saturday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Monday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Monday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Monday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Friday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Friday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
Have you been enjoying the day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your wednesday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your thursday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your sunday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your saturday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your monday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your friday been?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your day been thus far?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your day been so far?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has your day been going?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How has the day been treating ya?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How are you doing today?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is Friday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Thursday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Thursday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Sunday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Sunday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Saturday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How is your Wednesday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Monday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Tuesday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Monday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Monday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Friday so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Friday going	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Friday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your day so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your day going?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your day going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your Saturday	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
How's your week going so far	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
You been enjoying the day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
You been digging the day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
What's going on with your day?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
What was your day like?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
What has your day been like?	Great, thanks for asking!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	104
